"state_code","category","description","unit","amount"
"RI","Fossil Fuel-Production","Change 1980-1990","Billion Btu",0
"RI","Fossil Fuel-Production","Change 1970-1980","Billion Btu",0
"RI","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",0
"RI","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",0
"RI","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",0
"RI","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",0
"RI","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0
"RI","Nuclear-Consumption","Change 2000-2010","Billion Btu",0
"RI","Nuclear-Consumption","Change 2010-2020","Billion Btu",0
"RI","Nuclear-Consumption","Change 1990-2000","Billion Btu",0
"RI","Nuclear-Consumption","Change 1980-1990","Billion Btu",0
"RI","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"RI","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",0
"RI","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",0
"RI","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"RI","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",0.31
"RI","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",28.19
"RI","Renewable-Consumption","Change 1990-2000","Billion Btu",21
"RI","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-34.24
"RI","Renewable-Consumption","Change 2000-2010","Billion Btu",2661
"RI","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",20.35
"RI","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",38.53
"RI","Renewable-Consumption","Change 1980-1990","Billion Btu",-2788
"RI","Renewable-Consumption","Change 2010-2020","Billion Btu",6751
"RI","Renewable-Consumption","Change 1970-1980","Billion Btu",2019
"RI","Renewable-Production","Percent Change 2000-2010","Billion Btu",-13.45
"RI","Renewable-Production","Change 1980-1990","Billion Btu",-5576
"RI","Renewable-Production","Percent Change 1980-1990","Billion Btu",-34.24
"RI","Renewable-Production","Change 1970-1980","Billion Btu",4037
"RI","Renewable-Production","Change 2000-2010","Billion Btu",-1608
"RI","Renewable-Production","Change 2010-2020","Billion Btu",14850
"RI","Renewable-Production","Percent Change 1970-1980","Billion Btu",20.35
"RI","Renewable-Production","Change 1990-2000","Billion Btu",42
"RI","Renewable-Production","Percent Change 1990-2000","Billion Btu",0.31
"RI","Renewable-Production","Percent Change 2010-2020","Billion Btu",57.12
"SC","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-12.43
"SC","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",17.53
"SC","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",258544
"SC","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",5.67
"SC","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",139078
"SC","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",68179
"SC","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",67016
"SC","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",13.29
"SC","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-188654
"SC","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",4.08
"SC","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",0
"SC","Fossil Fuel-Production","Change 2010-2020","Billion Btu",0
"SC","Fossil Fuel-Production","Change 1980-1990","Billion Btu",0
"SC","Fossil Fuel-Production","Change 1990-2000","Billion Btu",0
"SC","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",0
"SC","Fossil Fuel-Production","Change 2000-2010","Billion Btu",0
"SC","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",0
"SC","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",0
"SC","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",0
"SC","Fossil Fuel-Production","Change 1970-1980","Billion Btu",0
"SC","Nuclear-Consumption","Change 2010-2020","Billion Btu",28332
"SC","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",48.10
"SC","Nuclear-Consumption","Change 1990-2000","Billion Btu",76945
"SC","Nuclear-Consumption","Change 1980-1990","Billion Btu",263917
"SC","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",1.57
"SC","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",99.94
"SC","Nuclear-Consumption","Change 2000-2010","Billion Btu",12671
"SC","Nuclear-Consumption","Change 1970-1980","Billion Btu",189770
"SC","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",10.16
"SC","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",3.36
"SC","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-9.71
"SC","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",24.92
"SC","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",5.90
"SC","Renewable-Consumption","Change 1980-1990","Billion Btu",35433
"SC","Renewable-Consumption","Change 1990-2000","Billion Btu",-14155
"SC","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",16.42
"SC","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",23.22
"SC","Renewable-Consumption","Change 2010-2020","Billion Btu",39614
"SC","Renewable-Consumption","Change 2000-2010","Billion Btu",41950
"SC","Renewable-Consumption","Change 1970-1980","Billion Btu",6120
"SC","Renewable-Production","Change 2010-2020","Billion Btu",90743
"SC","Renewable-Production","Percent Change 1990-2000","Billion Btu",-9.38
"SC","Renewable-Production","Change 1980-1990","Billion Btu",69842
"SC","Renewable-Production","Percent Change 2010-2020","Billion Btu",20.78
"SC","Renewable-Production","Change 1970-1980","Billion Btu",12240
"SC","Renewable-Production","Percent Change 1980-1990","Billion Btu",24.64
"SC","Renewable-Production","Change 2000-2010","Billion Btu",45735
"SC","Renewable-Production","Change 1990-2000","Billion Btu",-27286
"SC","Renewable-Production","Percent Change 1970-1980","Billion Btu",5.90
"SC","Renewable-Production","Percent Change 2000-2010","Billion Btu",14.15
"SD","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",12.45
"SD","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",35981
"SD","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",1.79
"SD","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",16533
"SD","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",21650
"SD","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",7.02
"SD","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",6191
"SD","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",2.51
"SD","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",6262
"SD","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",6.59
"SD","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",19.94
"SD","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-3363
"SD","Fossil Fuel-Production","Change 1980-1990","Billion Btu",5121
"SD","Fossil Fuel-Production","Change 2000-2010","Billion Btu",2535
"SD","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",43.48
"SD","Fossil Fuel-Production","Change 1970-1980","Billion Btu",3509
"SD","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-2772
"SD","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-31.67
"SD","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",71.60
"SD","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-23.97
"SD","Nuclear-Consumption","Change 1990-2000","Billion Btu",0
"SD","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"SD","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",0
"SD","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"SD","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",0
"SD","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",0
"SD","Nuclear-Consumption","Change 1980-1990","Billion Btu",0
"SD","Nuclear-Consumption","Change 2010-2020","Billion Btu",0
"SD","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0
"SD","Nuclear-Consumption","Change 2000-2010","Billion Btu",0
"SD","Renewable-Consumption","Change 1980-1990","Billion Btu",-19492
"SD","Renewable-Consumption","Change 1990-2000","Billion Btu",19156
"SD","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",40.77
"SD","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",-6.48
"SD","Renewable-Consumption","Change 2010-2020","Billion Btu",42195
"SD","Renewable-Consumption","Change 2000-2010","Billion Btu",65514
"SD","Renewable-Consumption","Change 1970-1980","Billion Btu",-6410
"SD","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-25.59
"SD","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",17.91
"SD","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",22.38
"SD","Renewable-Production","Change 1990-2000","Billion Btu",35667
"SD","Renewable-Production","Percent Change 1990-2000","Billion Btu",21.33
"SD","Renewable-Production","Change 1980-1990","Billion Btu",-39838
"SD","Renewable-Production","Change 2010-2020","Billion Btu",88346
"SD","Renewable-Production","Percent Change 1980-1990","Billion Btu",-26.30
"SD","Renewable-Production","Percent Change 2000-2010","Billion Btu",45.60
"SD","Renewable-Production","Change 1970-1980","Billion Btu",-12819
"SD","Renewable-Production","Percent Change 2010-2020","Billion Btu",17.46
"SD","Renewable-Production","Percent Change 1970-1980","Billion Btu",-6.48
"SD","Renewable-Production","Change 2000-2010","Billion Btu",155100
"TN","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-222423
"TN","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",13.95
"TN","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",256458
"TN","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-9.66
"TN","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",301476
"TN","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-226322
"TN","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-11.52
"TN","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",12.70
"TN","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",3.44
"TN","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",70037
"TN","Fossil Fuel-Production","Change 1970-1980","Billion Btu",34698
"TN","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",-29.93
"TN","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-28.84
"TN","Fossil Fuel-Production","Change 1980-1990","Billion Btu",-84074
"TN","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-162.57
"TN","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-43205
"TN","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-59.62
"TN","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-23513
"TN","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-89231
"TN","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",9.98
"TN","Nuclear-Consumption","Change 2010-2020","Billion Btu",93168
"TN","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",35.28
"TN","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",94.38
"TN","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",4.85
"TN","Nuclear-Consumption","Change 2000-2010","Billion Btu",20603
"TN","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",17.64
"TN","Nuclear-Consumption","Change 1990-2000","Billion Btu",121152
"TN","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",100.00
"TN","Nuclear-Consumption","Change 1970-1980","Billion Btu",5660
"TN","Nuclear-Consumption","Change 1980-1990","Billion Btu",142515
"TN","Renewable-Consumption","Change 2000-2010","Billion Btu",56445
"TN","Renewable-Consumption","Change 1980-1990","Billion Btu",4638
"TN","Renewable-Consumption","Change 1990-2000","Billion Btu",-44509
"TN","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-21.92
"TN","Renewable-Consumption","Change 1970-1980","Billion Btu",21955
"TN","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",11.69
"TN","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",1.89
"TN","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",23.80
"TN","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",9.56
"TN","Renewable-Consumption","Change 2010-2020","Billion Btu",35139
"TN","Renewable-Production","Percent Change 2000-2010","Billion Btu",15.67
"TN","Renewable-Production","Percent Change 1970-1980","Billion Btu",9.56
"TN","Renewable-Production","Percent Change 1990-2000","Billion Btu",-20.91
"TN","Renewable-Production","Change 2000-2010","Billion Btu",67380
"TN","Renewable-Production","Change 1990-2000","Billion Btu",-84726
"TN","Renewable-Production","Change 1980-1990","Billion Btu",5807
"TN","Renewable-Production","Percent Change 2010-2020","Billion Btu",12.69
"TN","Renewable-Production","Change 1970-1980","Billion Btu",43909
"TN","Renewable-Production","Change 2010-2020","Billion Btu",67407
"TN","Renewable-Production","Percent Change 1980-1990","Billion Btu",1.19
"TX","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",3.79
"TX","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-7.31
"TX","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",20.00
"TX","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",6.52
"TX","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",2567250
"TX","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",1896701
"TX","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",1113792
"TX","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-1212106
"TX","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",556524
"TX","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",11.26
"TX","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-4.13
"TX","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",-17.78
"TX","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",-13.12
"TX","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-26.02
"TX","Fossil Fuel-Production","Change 1980-1990","Billion Btu",-1358468
"TX","Fossil Fuel-Production","Change 1970-1980","Billion Btu",-1264138
"TX","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-1437829
"TX","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",61.95
"TX","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-190556
"TX","Fossil Fuel-Production","Change 2010-2020","Billion Btu",7358774
"TX","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",100.00
"TX","Nuclear-Consumption","Change 1980-1990","Billion Btu",167823
"TX","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",47.07
"TX","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",6.43
"TX","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0.10
"TX","Nuclear-Consumption","Change 2000-2010","Billion Btu",40366
"TX","Nuclear-Consumption","Change 1990-2000","Billion Btu",223847
"TX","Nuclear-Consumption","Change 2010-2020","Billion Btu",667
"TX","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"TX","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"TX","Renewable-Consumption","Change 1980-1990","Billion Btu",51471
"TX","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",3.15
"TX","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",34.27
"TX","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-9.87
"TX","Renewable-Consumption","Change 2000-2010","Billion Btu",356717
"TX","Renewable-Consumption","Change 1970-1980","Billion Btu",3062
"TX","Renewable-Consumption","Change 1990-2000","Billion Btu",-15799
"TX","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",70.09
"TX","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",50.17
"TX","Renewable-Consumption","Change 2010-2020","Billion Btu",691954
"TX","Renewable-Production","Percent Change 1990-2000","Billion Btu",-12.49
"TX","Renewable-Production","Percent Change 2010-2020","Billion Btu",53.95
"TX","Renewable-Production","Change 1980-1990","Billion Btu",98897
"TX","Renewable-Production","Percent Change 1980-1990","Billion Btu",33.37
"TX","Renewable-Production","Change 2000-2010","Billion Btu",554838
"TX","Renewable-Production","Change 1970-1980","Billion Btu",6124
"TX","Renewable-Production","Percent Change 2000-2010","Billion Btu",65.81
"TX","Renewable-Production","Percent Change 1970-1980","Billion Btu",3.15
"TX","Renewable-Production","Change 2010-2020","Billion Btu",1312683
"TX","Renewable-Production","Change 1990-2000","Billion Btu",-38391
"US","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",2448930
"US","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",12251133
"US","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-7673912
"US","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",6385732
"US","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-3818729
"US","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",6.29
"US","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-6.77
"US","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-3.10
"US","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",2.28
"US","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",10.15
"US","Fossil Fuel-Production","Change 1980-1990","Billion Btu",1453803
"US","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-6.24
"US","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",2.94
"US","Fossil Fuel-Production","Change 1970-1980","Billion Btu",1600286
"US","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",1.54
"US","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-1511522
"US","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-2.97
"US","Fossil Fuel-Production","Change 2010-2020","Billion Btu",782700
"US","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",2.56
"US","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-3379030
"US","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",-1.50
"US","Nuclear-Consumption","Change 2000-2010","Billion Btu",572084
"US","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",4.63
"US","Nuclear-Consumption","Change 1980-1990","Billion Btu",3365181
"US","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",45.03
"US","Nuclear-Consumption","Change 1970-1980","Billion Btu",2499822
"US","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",16.11
"US","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",87.44
"US","Nuclear-Consumption","Change 2010-2020","Billion Btu",-186518
"US","Nuclear-Consumption","Change 1990-2000","Billion Btu",1757999
"US","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",18.16
"US","Renewable-Consumption","Change 1970-1980","Billion Btu",1354513
"US","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",0.68
"US","Renewable-Consumption","Change 2010-2020","Billion Btu",3142956
"US","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",20.22
"US","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",7.05
"US","Renewable-Consumption","Change 1980-1990","Billion Btu",617379
"US","Renewable-Consumption","Change 2000-2010","Billion Btu",2163771
"US","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",19.11
"US","Renewable-Consumption","Change 1990-2000","Billion Btu",62419
"US","Renewable-Production","Change 1980-1990","Billion Btu",1123893
"US","Renewable-Production","Change 2000-2010","Billion Btu",2791749
"US","Renewable-Production","Change 1990-2000","Billion Btu",-2578
"US","Renewable-Production","Change 2010-2020","Billion Btu",6344414
"US","Renewable-Production","Percent Change 2010-2020","Billion Btu",22.27
"US","Renewable-Production","Percent Change 2000-2010","Billion Btu",13.46
"US","Renewable-Production","Percent Change 1970-1980","Billion Btu",18.16
"US","Renewable-Production","Percent Change 1990-2000","Billion Btu",-0.01
"US","Renewable-Production","Change 1970-1980","Billion Btu",2709026
"US","Renewable-Production","Percent Change 1980-1990","Billion Btu",6.46
"UT","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",134589
"UT","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",193413
"UT","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-3.80
"UT","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",0.01
"UT","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",20.00
"UT","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",20.71
"UT","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",157233
"UT","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",13.24
"UT","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",145
"UT","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-46344
"UT","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",24.13
"UT","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",36.31
"UT","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-15.19
"UT","Fossil Fuel-Production","Change 1990-2000","Billion Btu",50450
"UT","Fossil Fuel-Production","Change 1970-1980","Billion Btu",209553
"UT","Fossil Fuel-Production","Change 1980-1990","Billion Btu",216859
"UT","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-14.03
"UT","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-133222
"UT","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",4.77
"UT","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-116427
"UT","Nuclear-Consumption","Change 2000-2010","Billion Btu",0
"UT","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0
"UT","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"UT","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",0
"UT","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",0
"UT","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",0
"UT","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"UT","Nuclear-Consumption","Change 1980-1990","Billion Btu",0
"UT","Nuclear-Consumption","Change 1990-2000","Billion Btu",0
"UT","Nuclear-Consumption","Change 2010-2020","Billion Btu",0
"UT","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",16.31
"UT","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",53.45
"UT","Renewable-Consumption","Change 1980-1990","Billion Btu",-2247
"UT","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-13.00
"UT","Renewable-Consumption","Change 2010-2020","Billion Btu",39226
"UT","Renewable-Consumption","Change 1970-1980","Billion Btu",2946
"UT","Renewable-Consumption","Change 2000-2010","Billion Btu",6373
"UT","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",20.57
"UT","Renewable-Consumption","Change 1990-2000","Billion Btu",5623
"UT","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",25.81
"UT","Renewable-Production","Change 2010-2020","Billion Btu",66312
"UT","Renewable-Production","Percent Change 1990-2000","Billion Btu",22.27
"UT","Renewable-Production","Change 1990-2000","Billion Btu",9262
"UT","Renewable-Production","Change 2000-2010","Billion Btu",4550
"UT","Renewable-Production","Change 1970-1980","Billion Btu",5892
"UT","Renewable-Production","Percent Change 1970-1980","Billion Btu",16.31
"UT","Renewable-Production","Percent Change 2010-2020","Billion Btu",55.56
"UT","Renewable-Production","Percent Change 2000-2010","Billion Btu",8.96
"UT","Renewable-Production","Change 1980-1990","Billion Btu",-4502
"UT","Renewable-Production","Percent Change 1980-1990","Billion Btu",-13.02
"VA","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",-1.78
"VA","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",354515
"VA","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-0.40
"VA","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",168885
"VA","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",9.06
"VA","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",-30409
"VA","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-3.19
"VA","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-9528
"VA","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-76793
"VA","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",15.39
"VA","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-312469
"VA","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-58.50
"VA","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",11.78
"VA","Fossil Fuel-Production","Change 1980-1990","Billion Btu",212900
"VA","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-30.59
"VA","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-305700
"VA","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-26.93
"VA","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",6.68
"VA","Fossil Fuel-Production","Change 1970-1980","Billion Btu",103141
"VA","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-406211
"VA","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",100.00
"VA","Nuclear-Consumption","Change 2000-2010","Billion Btu",-17632
"VA","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",10.27
"VA","Nuclear-Consumption","Change 1990-2000","Billion Btu",43296
"VA","Nuclear-Consumption","Change 2010-2020","Billion Btu",36993
"VA","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",40.37
"VA","Nuclear-Consumption","Change 1980-1990","Billion Btu",126994
"VA","Nuclear-Consumption","Change 1970-1980","Billion Btu",125071
"VA","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",-4.14
"VA","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",8.16
"VA","Renewable-Consumption","Change 1970-1980","Billion Btu",22860
"VA","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",13.21
"VA","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",13.66
"VA","Renewable-Consumption","Change 1990-2000","Billion Btu",11174
"VA","Renewable-Consumption","Change 2010-2020","Billion Btu",26702
"VA","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",19.55
"VA","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",11.02
"VA","Renewable-Consumption","Change 1980-1990","Billion Btu",20303
"VA","Renewable-Consumption","Change 2000-2010","Billion Btu",26725
"VA","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",6.57
"VA","Renewable-Production","Percent Change 1990-2000","Billion Btu",5.65
"VA","Renewable-Production","Percent Change 2000-2010","Billion Btu",-1.96
"VA","Renewable-Production","Percent Change 1980-1990","Billion Btu",12.90
"VA","Renewable-Production","Change 1970-1980","Billion Btu",45719
"VA","Renewable-Production","Percent Change 2010-2020","Billion Btu",17.94
"VA","Renewable-Production","Percent Change 1970-1980","Billion Btu",19.55
"VA","Renewable-Production","Change 1990-2000","Billion Btu",18774
"VA","Renewable-Production","Change 1980-1990","Billion Btu",38028
"VA","Renewable-Production","Change 2000-2010","Billion Btu",-6589
"VA","Renewable-Production","Change 2010-2020","Billion Btu",72574
"VT","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",-11.93
"VT","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",-12582
"VT","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",19740
"VT","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-4.70
